id,index,text,Annotation
1.12E+18,151,@Joshua1_5 @itsmepanda1 @rugbyrhino16 @seaglass34 @StopVaxxedLies @TakeThatCDC @WendyOrent @Boxmenot @mloxton @t3tragrammat0n @mimetic_ @Monstercoyliar @babyname_maven @Fiddlestix7 @VeritasEver @BlueLionBlog @EmmaGPaley @Stephaniethe2nd @Takethatdoctors @P2Jeff @JP1958S @SueQuez @kidoctr @laurast30381821 @TonyBaduy @TioChango_ @BeckyJohnson222 @mcfunny @TanaSWilliams3 @GeoffSchuler @AlexMurdoch7 @GrumFromNorwich @lawnatural @toppediatrician @LifeDorr @doritmi @Henjam48 @elle_franks @Plasticdoe @ChrisJohnsonMD @RebeccaLardner @DansMonkeyShack @DocMElliott @PileOfGoop @mmelgar09 @ghoppe @alc_anthro The measles vaccine is about 97-98% effective.,
1.12E+18,152,RT @VaxResources: Group B Strep (GBS) is a leading cause of sepsis &amp; #meningitis in young infants worldwide. No licensed vaccine exists yet…,
1.12E+18,153,"I got vaccine injection earlier, my left arm doesn't felt stinging pain anymore,,, but now I felt like earlier I lift tons of barbel 😒😒😒",
1.12E+18,154,RT @desk_in_corner: @dpmlawfirm “The best scientific study inadvertently conducted on herd immunity and vaccine shedding in the last 223 ye…,
1.12E+18,155,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,156,"RT @utmbnews: Middle East respiratory syndrome, or MERS, can cause fatal respiratory symptoms, systemic infection, multi-organ failure, and…",
1.12E+18,157,@dpmlawfirm I’m so happy to see an attorney speaking up for the vaccine injured! May God richly bless you sir!!,
1.12E+18,158,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",
1.12E+18,159,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,160,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,
1.12E+18,161,https://t.co/M99k4Zxr6G,
1.12E+18,162,RT @ThisIsCANVax: Full Interview - https://t.co/1zYfvxFWE3  How can we counter #VaccineHesitancy? -Use a multi-pronged approach  -Include v…,
1.12E+18,163,"No, Health and Human Services didn’t say it failed to monitor vaccine safety  https://t.co/68KI5a1qyZ BS - HHS was ASKED for data - FINALLY HAD TO SUE TO GET DATA - HHS COURT RESPONSE = WE GOT NOTHING",
1.12E+18,164,"@AndrewLazarus4 @jerseyshorelisa @TioChango_ @ArcaneKnowledge @doritmi @chickenlady100 @monis1013 @rugbyrhino16 @ChrisJohnsonMD @DemocratFed @t3tragrammat0n @post_waffle @MeddlinMegs @VeritasEver @Boxmenot @emartinez78987 @BlueLionBlog @lizswiger1939 @EmmaGPaley @nybybirth @WendyOrent @deralteGaukler @boglethemind @DaviesHyland @KrochetxKorner @re4life @itsmepanda1 @mcfunny @weaponizedword1 @urbanx_f @brian_abramson @GreySouthwick @AlexMurdoch7 @yattypat @_CWN @TakeThatCDC @Thirtee19261537 @EugeneBu @djt10 @mmelgar09 @thereal_truther @toppediatrician @MonkeysAreGone @AlanHamby1 @deNutrients @mimetic_ @HenningTveit @lawnatural @GrumFromNorwich @ghoppe It duly noted how vaccine advocates paint ""mothers"" with a broad brush and who such disdain and disrespect for them. As if becoming renders one a slathering idiot.  Individuals like yourself are actually one reason women's lib was birthed.",
1.12E+18,165,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,166,@Storm_fa_Q @ladydashby @SciFiCentric @JohnSibson @CCees @Takethatdoctors @1crazy_toaster @TinFoilAwards @TSauce33 @belle_vivant1 @thereal_truther @plgtre @aryaslist19 @DocBastard @drfixus @PeterHotez @TakeThatToxins @TakeThatSalk @TakeThatCDC Is this a vaccine?,
1.12E+18,167,@Complex VACCINE YOUR KIDS PEOPLE,
1.12E+18,168,@KFreehams Haha. Do you know what measles are? Can we get a vaccine against #ignorance ?,
1.12E+18,169,"The school nurse is often still out as kids' health problems like suicide, allergies soar https://t.co/X8VI1VMaxx via @usatoday @schoolnurses #SNEverySchoolAllDayEveryDay",
1.12E+18,170,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,171,RT @Corvelva: Il curioso caso del “vaccine hero” e dell’antimorbillo singolo  In questi giorni è scoppiata una piccola “polemica” attorno a…,
1.12E+18,172,"RT @Wallace_Noll: @DoctorChristian Dr. Nicole Delepine explains how in Sweden, Australia, UK &amp; other countries where this has been used thi…",
1.12E+18,173,"RT @hannahemaier: Trust a better tool than shaming when it comes to changing anti-vaccine views, says OU professor  https://t.co/iNLO84bYTl",
1.12E+18,174,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,
1.12E+18,175,RT @psychunseen: @JonathanMetzl https://t.co/93xCwhhJcR,
1.12E+18,176,"RT @MedResJourno: ""It’s very frustrating because measles is one of the most transmissible viruses known to man. And we have a vaccine that’…",
1.12E+18,177,RT @FloridaInvents: Happy #NationalPetDay Today we spotlight 2015 Inductee Dr. Janet Yamamoto who has helped save many cats with her feline…,
1.12E+18,178,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,
1.12E+18,179,@NYCMayor Hopefully you will be run out of town on a rail by mothers of vaccine injured children https://t.co/Mf6eJekAXk,
1.12E+18,180,"@79meg The ones of us who passed this and are fine, we’re the lucky ones. I can’t believe people don’t vaccinate their kids when there exists a vaccine 😕",
1.12E+18,181,@TebowCouch https://t.co/h1ttLRIen1,
1.12E+18,182,"@JohnGNIU2ISU @Mediumpimpin80 @usergenic @CountBurna @KrochetxKorner @laurast30381821 @TeddyFreddy11 @SkepticalMutant @Just4TheCause @michabird67 @KittyAmnezia @TYLERG927 @doritmi @bobsnee @boglethemind @BoggyLuuuu @ianfmusgrave @carlsmythe @djt10 @mc40_e @Work4Trumpster @md444444444 @1mayo10 @kmerian @LightsOut_Now @ailsa_graham @Golfergirl2018 @weaponizedword1 @DanaElizabeth69 @SuzieQT11 @Belle_Vivant A person is not FULLY encased by a vaccine. 1st vaccine failure vary for ea, 10-20+ % never respond. 2ndry vaccine failures vary, waning immunity can occur within months of receipt. Adverse events such GBS &amp; other acknowledged reactions render one LESS healthy than before.",
1.12E+18,183,"RT @NewsInLongevity: ""Rutgers University and BioViva USA, Inc. join forces to create a vaccine against aging""  American Association for the…",
1.12E+18,184,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,185,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,186,RT @dino_melaye: Transparency is the vaccine for corruption. The operations of the oil industry is opaque. APC lead administration should o…,
1.12E+18,187,RT @nicd_sa: The Flu vaccine is necessary every year because the influenza virus changes each year or is a mutation of an existing one.The…,
1.12E+18,188,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,189,RT @IreneGentle: 'Nearly 10 million tweets from thousands of banned accounts mostly originating in Russia &amp; released by Twitter shows Canad…,
1.12E+18,190,"RT @drnikkistamp: Our heart transplant patients are worried about #measles outbreaks, but because #MMR is a live attenuated vaccine, they c…",
1.12E+18,191,"RT @HelenEBedford: No upper age limit for MMR vaccine. One dose good, two better for best protection - 4 weeks between doses.  Lots of East…",
1.12E+18,192,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,193,"RT @MGliksmanMDPhD: Injecting immune stimulants turns tumors into ""cancer vaccine factories"" https://t.co/EpufxdvMob via @nwtls",
1.12E+18,194,@dpmlawfirm “The best scientific study inadvertently conducted on herd immunity and vaccine shedding in the last 223 years. All 700 sailors vaccinated and there’s a mumps outbreak.  Oooops!” https://t.co/iyKaAcud9K,
1.12E+18,195,"@HHSGov @Surgeon_General How about the 9000+ cases of mumps and the two whistle blower scientists at Merck that said Merck committed efficacy fraud to get the Govt contract?  We need trust back in our vaccine program, ASAP!",
1.12E+18,196,@zannkwan Vaccine shedding is a quack term with no medical basis. They are referring to the Salk version of the polio virus. Live virii are rarely used.,
1.12E+18,197,RT @doctorsensation: Another researcher condemns the HPV VACCINE  after studying it.  Once you take a close look as opposed to buying the p…,
1.12E+18,198,"#Kennebunkport has been in the spotlight for having a high # of #vaccine opt-outs in their school, but check out these other schools' opt-out rates #MEpolitics: • Dresden 53.8% • Phillips 40% • Steuben 33.3% • Grtr. Ptld. Christian 28.6% • Monroe 25% • Denmark 23.8%",
1.12E+18,199,"RT @CBCNews: An Ottawa cancer patient who contracted measles she got mad at anti-vaxxers after contracting the infection. ""It's so preventa…",
1.12E+18,200,RT @wakeupwithlinda: California is trying to eliminate vaccine medical exemptions. At what point are the rest of you going to wake up to th…,
1.12E+18,201,@tammyhealy21 @kidoctr @ChrisJohnsonMD @ArcaneKnowledge @HenningTveit @WendyOrent @doctorsensation Here's a good piece on the NVICP. https://t.co/K0K1KjsKCl,
1.12E+18,202,"""Rutgers University and BioViva USA, Inc. join forces to create a vaccine against aging""  American Association for the Advancement of Sciences AAAS press release via https://t.co/OLlfeHI1pe  #disruptaging #genetherapy #genomiccounseling",
1.12E+18,203,Top 10 Anti-Vaccine Falsehoods And The Truth About Each https://t.co/6gOKLzV3u9,
1.12E+18,204,"House Bill 231, allowing pharmacists to administer immunizations to anyone 7 or older, passed the House Wednesday on third reading for the second time. #mtpol #mtleg https://t.co/j9Vn8p9nfb",
1.12E+18,205,US Energy Companies &amp; Sanaria collaborate for malaria vaccine https://t.co/bC0u8giTsF #EquatorialGuinea #agreement,
1.12E+18,206,RT @gilljacobs1: How to Immunize Yourself Against Vaccine Propaganda https://t.co/f5jIXyyOgz via @JeremyRHammond,
1.12E+18,207,@ScienceNotDogma @DanRather My point continues to be that vaccinated people should have nothing to fear from unvaccinated people. Full stop. Unless you’re saying the vaccine doesn’t work. Stop moving the goal post.,
1.12E+18,208,RT @Jimcorrsays: Did you know that since 1986 Vaccine Manufacturers cannot be sued because the amount of lawsuits against them at the time…,
1.12E+18,209,RT @Sonny5ideUp: Winner receives the vaccine https://t.co/8D1Ew04pVW,
1.12E+18,210,@realslimsheyla @gorskon @RyanMarino I appreciate that you referred to them as autism eugenecists because I have long felt that to be the greatest flaw of anti-vaccine advocacy that is left all too often unaddressed by those opposed to their pseudoscience bullshit.,
1.12E+18,211,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,212,RT @Wallace_Noll: @DoctorChristian YouTube is filled with testimonies from young women who've been rendered permanently ill by this vaccine…,
1.12E+18,213,"The Centers for Disease Control and Prevention recommends all children get two doses of measles vaccine, which it says is 97% effective. https://t.co/uQY5MbzuOL",
1.12E+18,214,Ghana Announces the Roll Out of Malaria Vaccine Implementation Programme (Mvip) https://t.co/eLyNdN1ZEO,
1.12E+18,215,RT @Samanticka: Thanks @iamsambee for including this important reminder in your vaccine segment! This autistic person is tired of being par…,
1.12E+18,216,RT @DrAbernethyFDA: Immunization is one of the most effective public health measures for combatting vaccine-preventable diseases.,
1.12E+18,217,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,218,"The Govt. of EG, US Energy Companies &amp; Sanaria collaborate for malaria vaccine https://t.co/cz7soSrguW",
1.12E+18,219,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,220,@biancacstnr_r @rochellrdrgz hala sunduin ko na anak ko real ba yan bte may measles vaccine aman sya ih yaman kami eh ayos lang ba?,
1.12E+18,221,Full Interview - https://t.co/1zYfvxFWE3  How can we counter #VaccineHesitancy? -Use a multi-pronged approach  -Include vaccine education in schools (HCPs+general public)  -Targeted public health messages  -Accessible immunization programs  -Control the spread of misinformation,
1.12E+18,222,"“It’s leaving them vulnerable to the anti-vaccine crusade.” #Vaccinate #VaccinesWork ‘Monkey, Rat and Pig DNA’: How Misinformation Is Driving the Measles Outbreak Among Ultra-Orthodox Jews https://t.co/CQXT4UeX8p",
1.12E+18,223,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,224,Anti-vaccine conservatives often argue against vaccines for religious reason. Anti-vaccine liberals often argue against vaccines because they claim 'toxins' and 'chemicals' are bad. #nsta2019,
1.12E+18,225,Then there is the anti-vaccine campaigns leading to a drastic rise in measles in the U.S. Both conservatives and liberals can be anti-vaccine. #nsta2019,
1.12E+18,226,RT @Wallace_Noll: @DoctorChristian YouTube is filled with testimonies from young women who've been rendered permanently ill by this vaccine…,
1.12E+18,227,RT @earther_the: @DoctorChristian This vaccine has killed hundreds and maimed thousands of girls worldwide. It has caused cases of infertil…,
1.12E+18,228,@WHO @WHOSEARO @WHOAFRO @WHO_Europe @WHOEMRO @pahowho @WHOWPRO @DrTedros Meanwhile in Australia &amp; UK people are being urged to take flue vaccines and then being told to avoid eating oily fish because then the vaccine wont work. As a lupus sufferer with no natural immune system i would urge people to not trust every vaccine and eat more oily fish.,
1.12E+18,229,@parisunited6 C’est bon on a été vacciné avec De Jong,
1.12E+18,230,"RT @CBSThisMorning: The role of the school nurse is more critical than ever, with a quarter of all young children suffering some kind of ch…",
1.12E+18,231,"The child in the picture who was used to promote the mmr as she supposedly had measles, had a REACTION to the vaccine. That is what she’s suffering from.  “CBS DFW in Texas used Dawn Belcher... https://t.co/ZGZOJ5Z6zH",
1.12E+18,232,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,
1.12E+18,233,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,234,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,235,RT @SNCCLA: Court ruling highlights the threat of vaccine misinformation https://t.co/M6ulsWYciD HPV causing increased cancer in recipients…,
1.12E+18,236,"RT @MarchofDimes: ""Protecting our children from vaccine-preventable diseases is a collective responsibility. But if we all come together in…",
1.12E+18,237,"RT @IWF: Today, NYC declared a public health emergency as 285 people have now been diagnosed with measles in the city since September. @NYC…",
1.12E+18,238,RT @Telford_Russian: When is a #Vaccine not a Vaccine? Update from the Vaccine War Front  https://t.co/iXWXk7L9gy  @POTUS @realDonaldTrump…,
1.12E+18,239,RT @sakamobi: 【画像】ワクチンを受けない主義の人達が存在するという衝撃の事実…自分の子供へのワクチンを拒否する親たち https://t.co/ujOsTaqjFn  「無駄に意識だけ高い人」の被害がこんなところにも…😩😩😩  ※リンク先に画像あり,
1.12E+18,240,@youbetyourballs That’s a pretty bold statement. What about for the Flu vaccine? That kills more people than the measles by a lot. Might need to think m that position statement through a bit. I totally hear where you’re coming from but mandatory quarantine seems extreme IMHO.,
1.12E+18,241,"RT @ajitjohnson_n: Researchers have developed a novel approach to cancer immunotherapy, injecting immune stimulants directly into a tumor t…",
1.12E+18,242,@ChuckCallesto In this link you will find a form you can print and take with you to have the medical provider sign- stating they take responsibility for any damages which occur by the vaccine. If they don’t sign it- don’t submit https://t.co/p1XhFs9Bgw,
1.12E+18,243,"@Boxmenot @jerseyshorelisa @doritmi @Equality_7x2521 @mcfunny @ChrisJohnsonMD @TioChango_ @LaughlandMorgan @ArcaneKnowledge @chickenlady100 @monis1013 @rugbyrhino16 @DemocratFed @t3tragrammat0n @post_waffle @MeddlinMegs @VeritasEver @emartinez78987 @BlueLionBlog @lizswiger1939 @EmmaGPaley @nybybirth @WendyOrent @deralteGaukler @boglethemind @DaviesHyland @KrochetxKorner @re4life @itsmepanda1 @weaponizedword1 @urbanx_f @brian_abramson @GreySouthwick @AlexMurdoch7 @yattypat @_CWN @TakeThatCDC @Thirtee19261537 @EugeneBu @djt10 @mmelgar09 @thereal_truther @toppediatrician @MonkeysAreGone @AlanHamby1 @deNutrients @mimetic_ @HenningTveit @lawnatural @GrumFromNorwich So, instead of the polio vaccine, celebrate that we have portable replacements for Iron Lungs.  Ah, no thanks.  But you can see why you are called Team Plague, right? Because it’s true? We need more disease and disease damage in the world… 🤢",
1.12E+18,244,RT @DrJenGunter: I am so tired of hearing how influenza isn’t a “big deal” from anti vaccine forces. Personal stories can sway opinion. If…,
1.12E+18,245,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,246,@doctorsensation a social scientist researching vaccine safety. just what the world needed.,
1.12E+18,247,@OhioAMF I am in Virginia. What can I do to help ?  I can't find a vaccine rights group in Virginia they make it so hard!!,
1.12E+18,248,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,249,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,250,RT @luckykelsey: @FCInvolvement https://t.co/3Z2EJ7cdEm,
1.12E+18,251,"RT @MikkoTaniegra: PURE SIBERIAN HUSKY FOR SALE 🐾  • DOB: january 19, 2019 • SEX: bot female • 2x vaccine • 2x deworm • with vaccine record…",
1.12E+18,252,RT @Wallace_Noll: @DoctorChristian YouTube is filled with testimonies from young women who've been rendered permanently ill by this vaccine…,
1.12E+18,253,@HelenFielder5 @DoctorChristian So sorry... I know a very good homeopath detoxing girls harmed by this vaccine. https://t.co/omxvIygvRE,
1.12E+18,254,@olivertatom Anyone who thinks the Wakefield study is the foundation for parent concerns about vaccine safety is grossly undereducated on the growing body of science that implicate vaccine adjuvants in neuroimmune disorders. @amybtatom is trained by Pharma science.,
1.12E+18,255,RT @luckykelsey: @DoctorChristian Anyone who has researched this vaccine properly would never allow it to be given to their child. No inert…,
1.12E+18,256,California is trying to eliminate vaccine medical exemptions. At what point are the rest of you going to wake up to the reality that the government is acting on behalf of a private company &amp; against its citizens?,
1.12E+18,257,@HighJusticeGrim @cyberpreppy @ryanqnorth Maybe If you did some research on it you would see the rate of autism increase follows very closely to the vaccine rate increase over the last 50 years or so. Why did congress a couple weeks ago not allow Kennedy jr  to testify and present new evidence on the vaccines??? 🤔,
1.12E+18,258,RT @celebgossipZA: ARVs to become a thing of the past as new HIV vaccine exposes latent virus and kills it &gt;&gt;&gt; https://t.co/XKMJ0SlOE8,
1.12E+18,259,"@CardinalWayne @MichelleRempel If someone who can take it elects not to, they increase risk of exposure to those who physically can't take the vaccine. It's wildly irresponsible.",
1.12E+18,260,@Talisa_Ross @DoctorChristian strong evidence is that cervial cancer rates a few decades from now will be higher than before the vaccine.  Certainly in the 1'st 10 years of its use cervical cancer rates have increased dramatically for the younger women who got it. https://t.co/WyHikDtc7c,
1.12E+18,261,RT @NVICLoeDown: Anti-Vaccine Japan Has World’s Lowest Child Death Rate &amp; Highest Life Expectancy Fact: Japan has the lowest infant mortali…,
1.12E+18,262,New ‘Cancer Vaccine’ Attacks Tumors From Within https://t.co/haYiHopiA5 https://t.co/Neu5Ks3YPH,
1.12E+18,263,"@CardinalWayne @MichelleRempel You misunderstand. Vaccinated people in good health are immune. Some people have preexisting conditions meaning they can't take he vaccine, or become immunocompromised leaving them no longer totally immune.",
1.12E+18,264,"@BeckyJohnson222 @doritmi @Monstercoyliar @rugbyrhino16 @MAhealthforkids @seaglass34 @StopVaxxedLies @itsmepanda1 @TakeThatCDC @WendyOrent @Boxmenot @mloxton @t3tragrammat0n @mimetic_ @babyname_maven @Fiddlestix7 @VeritasEver @BlueLionBlog @EmmaGPaley @Stephaniethe2nd @Takethatdoctors @P2Jeff @JP1958S @SueQuez @laurast30381821 @TonyBaduy @TioChango_ @mcfunny @TanaSWilliams3 @GeoffSchuler @Joshua1_5 @AlexMurdoch7 @GrumFromNorwich @thereal_truther @lawnatural @toppediatrician @LifeDorr @Henjam48 @elle_franks @Plasticdoe @ChrisJohnsonMD @RebeccaLardner @DansMonkeyShack @DocMElliott @PileOfGoop @mmelgar09 @ghoppe @ICANdecide #antivaxxers really have a poor understanding of terminology including ""tyranny"" and ""fascism"".  Vaccine mandates involve neither. https://t.co/FzRFVuZkZ9",
1.12E+18,265,RT @IreneGentle: 'Nearly 10 million tweets from thousands of banned accounts mostly originating in Russia &amp; released by Twitter shows Canad…,
1.12E+18,266,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",
1.12E+18,267,RT @behealthyusa: 13-Year-Boy Is Paralyzed From The Neck Down After Gardasil HPV Vaccine https://t.co/4EXkD17bvd,
1.12E+18,268,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,269,New York’s Orthodox Jewish community is battling measles outbreaks. Vaccine deniers are to blame. - Vox https://t.co/vqAtmCo5Ed @NMQF @SHC_tweets  #vaccines #measles,
1.12E+18,270,"RT @MelissaLDavey: If only we gave scientists, doctors and vaccine researchers the same amount of retweets and responses we do to athletes…",
1.12E+18,271,"De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak @hgoldman77 https://t.co/eQuSv5alRd via @bpolitics",
1.12E+18,272,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,273,RT @qadir_sediqi: #AFG. #Taliban banned #WHO &amp; #ICRC’s operations in country. The group in a statement said:” their (WHO &amp; ICRC) suspicious…,
1.12E+18,274,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",
1.12E+18,275,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",
1.12E+18,276,.@RepTimRyan Just saw you on CNN.  The issue with health care cost is chronic illness.  The insane vaccine schedule is driving chronic illness but if you said that your political career would be over.  Heath cost is out of control because so many are so dependent on the system.,
1.12E+18,277,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,278,RT @BeckyJohnson222: Pretty good turnout for anti-SB276 rally for vaccine choice. 1000+ in attendance https://t.co/CNdExWnp3u,
1.12E+18,279,"RT @evo_kositz: Hi. Vaccinate your children. Measles infections wipe out your immunological memory, making it so much easier to get sick wi…",
1.12E+18,280,"No upper age limit for MMR vaccine. One dose good, two better for best protection - 4 weeks between doses.  Lots of Easter holidays will be spent in mainland Europe, make sure you and your loved ones are protected. https://t.co/uWDUcUYg4i",
1.12E+18,281,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,
1.12E+18,282,"RT @WHO: #ThrowbackThursday to 1980, when global vaccine coverage for #measles was at just 17%.  Today more than 8 in 10 children receive a…",
1.12E+18,283,@feeonline In this link- you will find a form that gives that the “health provider” provider giving you that injection is willing to take responsibility for any damages that vaccine may cause. If they don’t sign it- you can’t be forced to succumb to the vaccine. https://t.co/p1XhFs9Bgw,
1.12E+18,284,RT @gilljacobs1: How to Immunize Yourself Against Vaccine Propaganda https://t.co/f5jIXyyOgz via @JeremyRHammond,
1.12E+18,285,RT @OEanuzel: @kathym4321 @JzAzRedpilled HOW SAD IS THIS? To allow students to silence CONSERVATIVE THOUGHTS! There should be a Vaccine for…,
1.12E+18,286,RT @CBSDFW: CORRECTION:  An earlier version of this story showed a file photograph of a child who had an adverse reaction to the MMR vaccin…,
1.12E+18,287,@AquaVelvaBoy @tammyhealy21 @kidoctr @ChrisJohnsonMD @HenningTveit @WendyOrent @doctorsensation Risks are low? Then why has there been $4+ billion paid in vaccine injury compensation with only about 1% of the cases being reported? So who's really being dishonest here?,
1.12E+18,288,"RT @JF991: @ForeignPolicy Interesting that while Russia is pushing the anti-vaccine message in US, Russia itself just passed a law that mak…",
1.12E+18,289,@JessicaAmy_1994 @DoctorChristian Because it is a fraudulent neuro toxin dangerous vaccine that has killed and maimed many,
1.12E+18,290,@npsgirl @NYCMayor https://t.co/Zlc0m4bBux,
1.12E+18,291,RT @ZeroOpie: CBS Busted By Mom For Using Image Of Her Vaccine-Injured Child To Falsely Claim Measles Caused Injuries https://t.co/pavlXyn5…,
1.12E+18,292,RT @Jimcorrsays: Did you know that since 1986 Vaccine Manufacturers cannot be sued because the amount of lawsuits against them at the time…,
1.12E+18,293,RT @DoctorChristian: For all the bullshit about #Gardasil and the #HPV vaccine that’s clogging up the Internet here is the truth: the jab h…,
