HITId,Description,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.id,Input.index,Input.text,Input.Annotation,Answer.sentiment.label,Approve,Reject,userid,FOR_GOLD_HITS_ACCURACY_CALCULATION,Total number of GOLD HITS,FREQUENCY OF GOLD_HITS,annotation for GOLD HITS is anti-vaccine,annotation for GOLD HITS is pro-vaccine,annotation for GOLD HITS is neither,Frequency of neither,THE PERCENTAGE OF GOLD HITS THAT ARE ANSWERED CORRECTLY,0.488448845,index\label,anti-vaccine,pro-vaccine,neither,P_i,tweet,Final_Annotation
3PIOQ99R7YANB4HBJ1J2OVM0Y7MUNX,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",32M8BPYGAUAFF52JSIMU4SLESAEGIR,A3W0C04EXOY12C,Fri Apr 12 18:14:26 PDT 2019,Fri Apr 12 18:14:35 PDT 2019,9,1.12E+18,262,New ‘Cancer Vaccine’ Attacks Tumors From Within https://t.co/haYiHopiA5 https://t.co/Neu5Ks3YPH,,pro-vaccine,x,,,,,,,,,,,,317,2,1,0,0.333333333,"RT @MelanieCreane: I’m still seeing Autism named “vaccine injury”  By the same ppl using functioning labels too, ironically  So how does th…",anti-vaccine
3PIOQ99R7YANB4HBJ1J2OVM0Y7MUNX,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OONKJ5DKD7TKA5BAR7LNEQ3O6OBO3,A1GZZGA7ZFUPMB,Fri Apr 12 18:25:57 PDT 2019,Fri Apr 12 18:26:11 PDT 2019,14,1.12E+18,262,New ‘Cancer Vaccine’ Attacks Tumors From Within https://t.co/haYiHopiA5 https://t.co/Neu5Ks3YPH,,anti-vaccine,,x,A1GZZGA7ZFUPMB,,,,,,,,,,318,0,1,2,0.333333333,RT @nypost: How young is too young for the measles vaccine? https://t.co/GxtG7XjoXz https://t.co/Sg5kQ9WQU2,neither
3PIOQ99R7YANB4HBJ1J2OVM0Y7MUNX,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3Q5C1WP23NP6Z2H13FIX8WD3LZR154,A2Z2JYY5050FNL,Fri Apr 12 18:19:16 PDT 2019,Fri Apr 12 18:19:34 PDT 2019,18,1.12E+18,262,New ‘Cancer Vaccine’ Attacks Tumors From Within https://t.co/haYiHopiA5 https://t.co/Neu5Ks3YPH,,neither,x,,,,,,,,,,,,319,1,2,0,0.333333333,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",pro-vaccine
3R6RZGK0XF0H0IAPVT2I1XMQGYZYVG,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3CFVK00FWM9F8DLJ18ALKH0HF08L6B,ARI3DSMOGMJJA,Fri Apr 12 18:25:55 PDT 2019,Fri Apr 12 18:26:04 PDT 2019,9,1.12E+18,505,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",neither,pro-vaccine,x,,,FALSE,,,FALSE,TRUE,FALSE,,,,320,1,2,0,0.333333333,@GOPHELP WHY WERE VACCINE RIGHTS ACTIVIST SHUT OUT OF THE COMMITEE!!! ?? HEARING!!!??,pro-vaccine
3R6RZGK0XF0H0IAPVT2I1XMQGYZYVG,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3LEP4MGT3HO2GDEMKIT5CKE4KSGBD5,A14GWDUSY7R4NP,Fri Apr 12 18:22:17 PDT 2019,Fri Apr 12 18:22:28 PDT 2019,11,1.12E+18,505,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",neither,anti-vaccine,x,,A14GWDUSY7R4NP,FALSE,,,TRUE,FALSE,FALSE,,,,321,2,1,0,0.333333333,@realDonaldTrump Sir: PLEASE STOP THE MANDATORY UNSAFE VACCINE LAWS,anti-vaccine
3R6RZGK0XF0H0IAPVT2I1XMQGYZYVG,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3VSOLARPKCXLASXST99X85X25FM93T,ARIBVG7WV64QM,Fri Apr 12 18:11:27 PDT 2019,Fri Apr 12 18:12:15 PDT 2019,48,1.12E+18,505,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",neither,pro-vaccine,x,,,FALSE,,,FALSE,TRUE,FALSE,,,,322,0,3,0,1,"@CTVNews An Ottawa cancer survivor is condemning anti-vaxxers, after she contracted measles while traveling overseas.  Despite having the measles vaccine, her immune system had been weakened from past cancer operations.  DONT TRAVEL WHEN SICK !",pro-vaccine
33P2GD6NRNGHYCQOMPKNDOG6A4FKHH,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3FIJLY1B6VS1IRTSUT6WV4MED9CPFG,A2JBYGXAZAYBWY,Fri Apr 12 18:27:22 PDT 2019,Fri Apr 12 18:27:35 PDT 2019,13,1.12E+18,127,@DrJeanineWolf @HHSGov Check out this @NCIprevention article for info on HPV vaccine effectiveness for the prevention of cervical cancer infections. It has links to a number of studies https://t.co/8vLs42uY5f,,pro-vaccine,x,,,,,,,,,,,,323,1,1,1,0,Measles outbreak pits Orthodox media against anti-vaxxer movement https://t.co/4WB7XPsnJO via @cjr,neither
33P2GD6NRNGHYCQOMPKNDOG6A4FKHH,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3NC5L260MPAJXRHRFTTH64HO34GFOP,A3W0C04EXOY12C,Fri Apr 12 18:25:27 PDT 2019,Fri Apr 12 18:25:37 PDT 2019,10,1.12E+18,127,@DrJeanineWolf @HHSGov Check out this @NCIprevention article for info on HPV vaccine effectiveness for the prevention of cervical cancer infections. It has links to a number of studies https://t.co/8vLs42uY5f,,anti-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,324,1,2,0,0.333333333,RT @TheBeaverton: Pro-vaccine conspiracy theorists demand measles inoculation be added to CIA’s chemtrail program https://t.co/l31lcCbull h…,pro-vaccine
33P2GD6NRNGHYCQOMPKNDOG6A4FKHH,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OE22WJIGJCB1LRXPVGKH9DRSSDQU7,AGNJKSH5LFKXZ,Fri Apr 12 18:26:33 PDT 2019,Fri Apr 12 18:26:41 PDT 2019,8,1.12E+18,127,@DrJeanineWolf @HHSGov Check out this @NCIprevention article for info on HPV vaccine effectiveness for the prevention of cervical cancer infections. It has links to a number of studies https://t.co/8vLs42uY5f,,pro-vaccine,x,,,,,,,,,,,,325,2,0,1,0.333333333,"RT @slealey53: I'm just posting this to make you think! What a “coincidence” that NY Mayor De Blasio appointed Anita Kawatra, a former empl…",anti-vaccine
3W31J70BASKQH4F80X6M2XJQXCAKC8,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",34S6N1K2ZW7V5250XR1PH8P7OENLHB,ARIBVG7WV64QM,Fri Apr 12 18:22:19 PDT 2019,Fri Apr 12 18:22:36 PDT 2019,17,1.12E+18,349,"RT @ViraBurnayeva: Where do you think kids go when they have a #vaccine reaction? Yes, they go to the Emergency Room.  ER Nurse Shares His…",,pro-vaccine,,x,ARIBVG7WV64QM,,,,,,,,,,326,0,2,1,0.333333333,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",pro-vaccine
3W31J70BASKQH4F80X6M2XJQXCAKC8,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3ATTHHXXWBCQ1RX9HSMYSEL9V0BXI1,A1FG2G9TZSDN,Fri Apr 12 18:20:57 PDT 2019,Fri Apr 12 18:21:12 PDT 2019,15,1.12E+18,349,"RT @ViraBurnayeva: Where do you think kids go when they have a #vaccine reaction? Yes, they go to the Emergency Room.  ER Nurse Shares His…",,anti-vaccine,x,,,,,,,,,,,,327,1,2,0,0.333333333,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine
3W31J70BASKQH4F80X6M2XJQXCAKC8,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3K4J6M3CXFH09NJLGUUHNUXVF2AGAO,A3W0C04EXOY12C,Fri Apr 12 18:18:17 PDT 2019,Fri Apr 12 18:18:46 PDT 2019,29,1.12E+18,349,"RT @ViraBurnayeva: Where do you think kids go when they have a #vaccine reaction? Yes, they go to the Emergency Room.  ER Nurse Shares His…",,pro-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,328,2,1,0,0.333333333,"RT @Charbrevolution: This vaccine has killed hundreds and maimed thousands of girls worldwide. It has caused cases of infertility, cancer a…",anti-vaccine
3PMR2DOWOOPK4HHQ0VWYHAOK89Z54W,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3JCG6DTRV4EJ9SKG8MWF78G2P76QQ1,A3U6CLX7HD0SMF,Fri Apr 12 18:22:35 PDT 2019,Fri Apr 12 18:23:02 PDT 2019,27,1.12E+18,207,@ScienceNotDogma @DanRather My point continues to be that vaccinated people should have nothing to fear from unvaccinated people. Full stop. Unless you’re saying the vaccine doesn’t work. Stop moving the goal post.,,anti-vaccine,x,,,,,,,,,,,,329,0,3,0,1,"RT @Stephenteap: My wife was one of the 90 women to die from this in 2017, the vaccine wasn't around when she was young, it is now. Protect…",pro-vaccine
3PMR2DOWOOPK4HHQ0VWYHAOK89Z54W,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3QAVNHZ3ENSGVFXMRLRX0M23BJYALQ,AI3RROIIG6ZXW,Fri Apr 12 18:24:58 PDT 2019,Fri Apr 12 18:25:10 PDT 2019,12,1.12E+18,207,@ScienceNotDogma @DanRather My point continues to be that vaccinated people should have nothing to fear from unvaccinated people. Full stop. Unless you’re saying the vaccine doesn’t work. Stop moving the goal post.,,anti-vaccine,x,,,,,,,,,,,,330,0,1,2,0.333333333,RT @ForeignPolicy: A recent study found that thousands of Russian accounts used to spread disinformation had seized on anti-vaccine messagi…,neither
3PMR2DOWOOPK4HHQ0VWYHAOK89Z54W,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3TXWC2NHN0EPU9I7JOAYGD5EXVO9SO,A3W0C04EXOY12C,Fri Apr 12 18:24:18 PDT 2019,Fri Apr 12 18:24:47 PDT 2019,29,1.12E+18,207,@ScienceNotDogma @DanRather My point continues to be that vaccinated people should have nothing to fear from unvaccinated people. Full stop. Unless you’re saying the vaccine doesn’t work. Stop moving the goal post.,,anti-vaccine,x,,,,,,,,,,,,331,1,2,0,0.333333333,@TODAYshow Polio Vaccine should be a priority . Dont take life for granted.,pro-vaccine
3Q9SPIIRWJATJPCR5XTYKDNXKGYWAE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3AMYWKA6YCANEYOGE0QDCY4BA5C6OC,ARIBVG7WV64QM,Fri Apr 12 18:19:55 PDT 2019,Fri Apr 12 18:20:20 PDT 2019,25,1.12E+18,13,"@HLN_BE @Maggie_DeBlock, de orde van geneesheren en NVA'er Louis Ide trekken dus liever de kaart van repressie dan die van de wetenschap. Want Gaublomme is niet de enige die het nut van vaccinatie tegen mazelen in twijfel trekt. https://t.co/R69AvyOqDw",,pro-vaccine,x,,,,,,,,,,,,332,0,3,0,1,"RT @GaviSeth: Today is the anniversary of the death of Maurice Hilleman, the American biologist who developed over 40 vaccines. We have him…",pro-vaccine
3Q9SPIIRWJATJPCR5XTYKDNXKGYWAE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3GGAI1SQEWMOUCC5BBO36U7GBR8CMV,A1FYGRDLIK4312,Fri Apr 12 18:20:55 PDT 2019,Fri Apr 12 18:21:12 PDT 2019,17,1.12E+18,13,"@HLN_BE @Maggie_DeBlock, de orde van geneesheren en NVA'er Louis Ide trekken dus liever de kaart van repressie dan die van de wetenschap. Want Gaublomme is niet de enige die het nut van vaccinatie tegen mazelen in twijfel trekt. https://t.co/R69AvyOqDw",,anti-vaccine,x,,,,,,,,,,,,333,0,2,1,0.333333333,@MichelleRempel Using it to relate to vaccines didn’t happen until the ‘50’s when polio vaccine was made Artificial immunity is not the same.,pro-vaccine
3Q9SPIIRWJATJPCR5XTYKDNXKGYWAE,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OE22WJIGJCB1LRXPVGKH9DRSSBUQ9,A3W0C04EXOY12C,Fri Apr 12 18:21:11 PDT 2019,Fri Apr 12 18:21:35 PDT 2019,24,1.12E+18,13,"@HLN_BE @Maggie_DeBlock, de orde van geneesheren en NVA'er Louis Ide trekken dus liever de kaart van repressie dan die van de wetenschap. Want Gaublomme is niet de enige die het nut van vaccinatie tegen mazelen in twijfel trekt. https://t.co/R69AvyOqDw",,pro-vaccine,x,,,,,,,,,,,,334,0,3,0,1,@catarinascats1 @DoctorChristian If anything the vaccine has saved the fertility of women who may otherwise got cancer.,pro-vaccine
3BC9H1KCYU0UF7AUL37ENZ54N71YWQ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",33JKGHPFYDI7LG9W01XHM51SAVKMNL,A2KDT0S0L81JGF,Fri Apr 12 18:12:45 PDT 2019,Fri Apr 12 18:13:01 PDT 2019,16,1.12E+18,598,RT @dpmlawfirm: The Vaccine Lottery – Sacrifice the Children https://t.co/FGhSloOTCI,anti-vaccine,neither,x,,A2KDT0S0L81JGF,FALSE,,,FALSE,FALSE,TRUE,,,,335,1,2,0,0.333333333,RT @holykoolaid: Over 9000 dead from vaccine- preventable illnesses in the US in just the last few years. Enough is enough. #vaccinate  htt…,pro-vaccine
3BC9H1KCYU0UF7AUL37ENZ54N71YWQ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3SEPORI8WON004EQ6MI681D1QS2ZAU,AUZ6D57S6ZENL,Fri Apr 12 18:11:23 PDT 2019,Fri Apr 12 18:12:14 PDT 2019,51,1.12E+18,598,RT @dpmlawfirm: The Vaccine Lottery – Sacrifice the Children https://t.co/FGhSloOTCI,anti-vaccine,anti-vaccine,x,,,TRUE,,,TRUE,FALSE,FALSE,,,,336,2,1,0,0.333333333,"RT @MichelleRempel: Get vaccinated, and vaccinate your children. Herd immunity saves lives. There is no reason for anyone to contract or sp…",anti-vaccine
3BC9H1KCYU0UF7AUL37ENZ54N71YWQ,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3WYP994K18FZ8CSIKNZBEP2DOF96YL,AF2FQOM5UUWT2,Fri Apr 12 18:12:34 PDT 2019,Fri Apr 12 18:12:40 PDT 2019,6,1.12E+18,598,RT @dpmlawfirm: The Vaccine Lottery – Sacrifice the Children https://t.co/FGhSloOTCI,anti-vaccine,neither,x,,AF2FQOM5UUWT2,FALSE,,,FALSE,FALSE,TRUE,,,,337,1,2,0,0.333333333,Happy #NationalPetDay Today we spotlight 2015 Inductee Dr. Janet Yamamoto who has helped save many cats with her feline immunodeficiency virus vaccine. Be sure to celebrate today by getting cozy with your favorite fur babies! https://t.co/4XgShiG354,pro-vaccine
3SD15I2WD2IV5PY0501KZBAEQ4E36P,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",39U1BHVTDMF4U766RFEEZ5YEZMQ3TO,A3W0C04EXOY12C,Fri Apr 12 18:15:50 PDT 2019,Fri Apr 12 18:15:57 PDT 2019,7,1.12E+18,514,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine,pro-vaccine,x,,,TRUE,,,FALSE,TRUE,FALSE,,,,338,2,1,0,0.333333333,"RT @WHO: #ThrowbackThursday to 1980, when global vaccine coverage for #measles was at just 17%.  Today more than 8 in 10 children receive a…",anti-vaccine
3SD15I2WD2IV5PY0501KZBAEQ4E36P,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3AMYWKA6YCANEYOGE0QDCY4BA5E6OE,A14GWDUSY7R4NP,Fri Apr 12 18:27:58 PDT 2019,Fri Apr 12 18:28:08 PDT 2019,10,1.12E+18,514,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine,anti-vaccine,x,,A14GWDUSY7R4NP,FALSE,,,TRUE,FALSE,FALSE,,,,339,0,2,1,0.333333333,RT @BernardAFox: Great story in @TheScientistLLC about Prof. @MiriamMerad @IcahnMountSinai and her #cancer #vaccine #immunotherapy journey…,pro-vaccine
3SD15I2WD2IV5PY0501KZBAEQ4E36P,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3TPWUS5F8APKZO6JFDUQFS979TNWC7,AI3RROIIG6ZXW,Fri Apr 12 18:27:24 PDT 2019,Fri Apr 12 18:27:29 PDT 2019,5,1.12E+18,514,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,pro-vaccine,pro-vaccine,x,,,TRUE,,,FALSE,TRUE,FALSE,,,,340,0,1,2,0.333333333,"RT @ViraBurnayeva: ""Water that contains more than 0.2 mg (200 mcg) #Aluminum per LITER should not be used for drinking or to prepare infant…",neither
37AQKJ12TXC66476GSF4SY6Q4B1TT6,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",358UUM7WR0R9FBU1P2C9C79CG3H7RM,A3W0C04EXOY12C,Fri Apr 12 18:25:02 PDT 2019,Fri Apr 12 18:25:10 PDT 2019,8,1.12E+18,594,@doctorsensation a social scientist researching vaccine safety. just what the world needed.,anti-vaccine,pro-vaccine,x,,,FALSE,,,FALSE,TRUE,FALSE,,,,341,1,2,0,0.333333333,"RT @immunizetx: ""'The Vaccine Safety Handbook' appears innocuous, a slick magazine for parents who want to raise healthy children. But tuck…",pro-vaccine
37AQKJ12TXC66476GSF4SY6Q4B1TT6,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OONKJ5DKD7TKA5BAR7LNEQ3O6LOBD,AI3RROIIG6ZXW,Fri Apr 12 18:14:35 PDT 2019,Fri Apr 12 18:15:00 PDT 2019,25,1.12E+18,594,@doctorsensation a social scientist researching vaccine safety. just what the world needed.,anti-vaccine,pro-vaccine,x,,,FALSE,,,FALSE,TRUE,FALSE,,,,342,1,2,0,0.333333333,This also perhaps explains why social media companies have been so hands-off about issues like disinformation on health topics (such as reluctance to do anything about rampant anti-vaccine groups). https://t.co/xtXbs6KLVK,pro-vaccine
37AQKJ12TXC66476GSF4SY6Q4B1TT6,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3XC1O3LBOTALABWVXLIEVRSVZ8JTLU,A14GWDUSY7R4NP,Fri Apr 12 18:26:38 PDT 2019,Fri Apr 12 18:26:50 PDT 2019,12,1.12E+18,594,@doctorsensation a social scientist researching vaccine safety. just what the world needed.,anti-vaccine,pro-vaccine,x,,,FALSE,,,FALSE,TRUE,FALSE,,,,343,1,2,0,0.333333333,@NancyFe28442406 @gemmaod1 Its Insane tyhe distraction will be in full flow now that the E.U. Elections and as you said vaccine legislation is being pushed through while we watch a circus.,pro-vaccine
3ZZAYRN1I6FQTC2YKBT5YO0353KTOK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",39O5D9O87UGN8Q4V5TJOAVYAB0PC3D,A3W0C04EXOY12C,Fri Apr 12 18:12:32 PDT 2019,Fri Apr 12 18:12:45 PDT 2019,13,1.12E+18,192,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,anti-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,344,1,2,0,0.333333333,"RT @MedResJourno: ""It’s very frustrating because measles is one of the most transmissible viruses known to man. And we have a vaccine that’…",pro-vaccine
3ZZAYRN1I6FQTC2YKBT5YO0353KTOK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3NQL1CS15SWKN27JLV7JQHIC583YV7,AI3RROIIG6ZXW,Fri Apr 12 18:27:13 PDT 2019,Fri Apr 12 18:27:24 PDT 2019,11,1.12E+18,192,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,pro-vaccine,x,,,,,,,,,,,,345,2,0,0,0.166666667,@HSELive My Daughter is 3 and I would hope the vaccine wouldn’t hurt her,anti-vaccine
3ZZAYRN1I6FQTC2YKBT5YO0353KTOK,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3OVR4I9USQ7CKNXIAPP245FXTFNQ4I,A2ITJNPW1LDUN7,Fri Apr 12 18:18:14 PDT 2019,Fri Apr 12 18:18:17 PDT 2019,3,1.12E+18,192,RT @StephRosenstein: @neiltyson SCIENTISTS: We’ve created this incredible vaccine to help rid humanity of life threatening diseases. RESPON…,,pro-vaccine,x,,,,,,,,,,,,346,1,1,1,0,"@austinprince931 Fourth, I think that making Step 1 pass/fail opens the door for more education on evaluation of science - which is more important than ever before and is one area where today’s physicians struggle.  (You can argue that this actually fuels things like the anti-vaccine movement.)",neither
3J9L0X0VDFAFE62MDRFYOICDEYGW9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",31LM9EDVOMGHK83BX4KP6D9B61OJND,A2KELVTQL5F8VB,Fri Apr 12 18:11:48 PDT 2019,Fri Apr 12 18:12:08 PDT 2019,20,1.12E+18,14,"RT @business: Bill De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak htt…",,pro-vaccine,x,,,,,,,,,,,,347,2,1,0,0.333333333,"@duxmom24 @daveleifer Argument fail.   People, like the recently #vaccinated, who can contract &amp; spread  wild disease strains   AND   #vaccine-derived disease strains,   cannot possibly protect the #immunocompromised. 🤦‍♀️  https://t.co/tmf7Oax6yA",anti-vaccine
3J9L0X0VDFAFE62MDRFYOICDEYGW9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3BWI6RSP7HXK67PW3WS9D0AT1EOE7D,ARIBVG7WV64QM,Fri Apr 12 18:14:59 PDT 2019,Fri Apr 12 18:15:06 PDT 2019,7,1.12E+18,14,"RT @business: Bill De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak htt…",,pro-vaccine,x,,,,,,,,,,,,348,2,0,1,0.333333333,RT @SheenaParish: @Charbrevolution Shocking MMR trial vaccine results released by FOIA https://t.co/sBXfXeoZIA,anti-vaccine
3J9L0X0VDFAFE62MDRFYOICDEYGW9Z,"Please choose what sentiment you think this tweet conveys. If the tweet expresses attitude that is positive towards vaccines or vaccines related incidents or vaccine manufacturers or laws, it should be counted as pro-vaccine. Anti anti-vaccine is pro-vax",3FDJT1UU75W8533NBPOFDB92U5QK5P,A3W0C04EXOY12C,Fri Apr 12 18:17:14 PDT 2019,Fri Apr 12 18:17:40 PDT 2019,26,1.12E+18,14,"RT @business: Bill De Blasio's vaccination order is met with shrugs and defiance in Brooklyn, the center of the city's measles outbreak htt…",,anti-vaccine,,x,A3W0C04EXOY12C,,,,,,,,,,349,1,2,0,0.333333333,"RT @ViraBurnayeva: Where do you think kids go when they have a #vaccine reaction? Yes, they go to the Emergency Room.  ER Nurse Shares His…",pro-vaccine
